id,level,profile,stack,experience,salary,location,comments
b815b41a820dfdc97ef7799b145bae83,senior,Programmer,"java, spring, hibernate, maven, eclipse, SQL, oracle, HTML5, CSS3, javascript",3.0,28.59,Madrid,
53ec08886eba11f0b2e15830117fbbf2,senior,Programmer,"java, spring, hibernate, maven, eclipse, SQL, oracle, HTML5, CSS3, javascript",4.0,38.82,Madrid,
1bf391f8b1287cec5848adaf90405937,junior,Programmer,"java, spring, hibernate, maven, eclipse, SQL, oracle, HTML5, CSS3, javascript",2.0,24.64,Madrid,
ad10ab85bb2e0056d1825a12bcf237dd,senior,Programmer,"microservices, java, spring, hibernate, oracle, IBM rational quality manager",4.0,29.1,Madrid,
eec44a7bee48790fd1d8e5602a96d357,senior,Programmer,"microservices, microservices, spring, java, angular, springboot, java, SQL, vuejs, web services",4.0,29.1,Madrid,
c8214f274ac81946bd3e80bd962f30a6,junior,Programmer,"microservices, java, spring, hibernate, jpa, docker, jenkins, oracle, SQL",2.0,22.27,Madrid,
d34169e46e7b991364ca5ed07b7662ce,senior,Programmer,"java, spring, hibernate, maven, eclipse, SQL, oracle, HTML5, CSS3, javascript",3.0,28.59,Madrid,
6d5f80731696f5f6771735c894b54786,senior,Programmer,"java, springboot, angular, typescript, bootstrap, jenkins, tomcat",3.5,28.17,Madrid,
4d18633f39fbe8d33884fdd66a2068b7,senior,Programmer,"microservices, java, springboot, hibernate, jpa, docker, jenkins, oracle, SQL",3.0,35.49,Madrid,
39abc81a65bc7639d2a5e406257223f0,senior,Programmer,"microservices, java, springboot, hibernate, jpa, docker, jenkins, oracle, SQL",5.0,40.67,Madrid,
b4cdb1b15ed8e6e7d5f6db1441fec938,senior,Programmer,"microservices, java, springboot, hibernate, jpa, docker, jenkins, oracle, SQL",4.0,41.03,Madrid,
230c6118911b5f4a1d51302cd4a38ebf,junior,Programmer,"microservices, java, springboot, hibernate, jpa, docker, jenkins, oracle, SQL",1.0,20.7,Madrid,
40507bceb11ecb76b5462017c5fe11ec,junior,Programmer,"microservices, java, springboot, hibernate, jpa, docker, jenkins, oracle, SQL",2.0,27.85,Madrid,
033feff65f9eb3456198b00a0679c45a,senior,Programmer,"microservices, java, springboot, hibernate, jpa, docker, jenkins, oracle, SQL",5.0,40.67,Madrid,
81da1d92ebaf3dee2f6e666a65cc8f06,senior,Programmer,"microservices, java, springboot, hibernate, jpa, docker, jenkins, oracle, SQL",4.0,41.03,Madrid,Zona centro
bd038a2c858f7d75b106c4a90f7538aa,junior,Programmer,"java, spring, docker, aws, nodejs, vuejs, web services, SQL",2.0,22.27,Madrid,
0fc1360a1aa5059a0135ff805b87b462,senior,Programmer,"java, spring, hibernate, maven, eclipse, SQL, oracle, HTML5, CSS3, javascript",4.0,38.82,Málaga,
2312a6007eb7179edc4184fbad20974f,junior,Programmer,"java, spring, hibernate, maven, eclipse, SQL, oracle, HTML5, CSS3, javascript",2.0,24.64,Málaga,
fba65be1712c9889fd718c1791751acc,senior,Programmer,"java, spring, hibernate, maven, eclipse, SQL, oracle, HTML5, CSS3, javascript",5.0,40.13,Málaga,
090a37315482eba7fb1339345534c4c4,senior,Programmer,"java, spring, hibernate, maven, eclipse, SQL, oracle, HTML5, CSS3, javascript",7.0,41.65,Málaga,
51a71a6dffe69762f37485cf6bddab5d,senior,Programmer,"java, spring, hibernate, maven, eclipse, SQL, oracle, HTML5, CSS3, javascript",5.0,40.13,Málaga,
214ce7c98906193f0038a54b3db5578c,senior,Programmer,"java, spring, hibernate, maven, eclipse, SQL, oracle, HTML5, CSS3, javascript",3.0,28.59,Málaga,
f530a37bf3792c16f42eb3db30f09aed,junior,Programmer,"java, spring, hibernate, maven, eclipse, SQL, oracle, HTML5, CSS3, javascript",2.0,24.64,Málaga,
1bd604a365753b2c5748f86d40b30c9e,junior,Programmer,"java, spring, hibernate, maven, eclipse, SQL, oracle, HTML5, CSS3, javascript",1.0,19.04,Málaga,
8dfa45ce2bb1ce668f8151453f0d7363,junior,Programmer,"java, spring, hibernate, maven, eclipse, SQL, oracle, HTML5, CSS3, javascript",2.0,24.64,Málaga,
